transaction_id,day_of_week,time_of_day,item_type,quantity,amount,student_discount
2539,Friday,Morning,Pastry,3,12.33,True
2540,Friday,Morning,Coffee,3,13.5,False
2541,Thursday,Morning,Pastry,1,5.09,True
2542,Friday,Morning,Coffee,1,3.97,False
2543,Friday,Evening,Tea,1,3.73,True
2544,Thursday,Morning,Pastry,1,4.88,False
2545,Monday,Morning,Pastry,1,3.62,True
2546,Wednesday,Morning,Pastry,1,5.54,True
2547,Monday,Afternoon,Sandwich,1,9.19,True
2548,Wednesday,Afternoon,Tea,1,3.78,True
2549,Wednesday,Afternoon,Sandwich,1,10.37,True
2550,Monday,Afternoon,Tea,2,5.0,True
2551,Tuesday,Morning,Coffee,1,3.67,False
2552,Monday,Morning,Coffee,2,8.84,True
2553,Friday,Morning,Pastry,1,4.54,True
2554,Sunday,Afternoon,Pastry,1,4.91,False
2555,Monday,Afternoon,Sandwich,1,9.61,False
2556,Sunday,Morning,Pastry,4,20.96,True
2557,Wednesday,Afternoon,Coffee,1,4.06,True
2558,Tuesday,Afternoon,Sandwich,1,11.21,True
2559,Monday,Afternoon,Tea,1,3.11,True
2560,Wednesday,Afternoon,Tea,1,3.45,True
2561,Friday,Afternoon,Sandwich,1,8.79,False
2562,Thursday,Morning,Coffee,4,16.76,True
2563,Monday,Afternoon,Sandwich,3,27.51,True
2564,Monday,Evening,Sandwich,2,18.44,True
2565,Wednesday,Morning,Coffee,4,14.6,True
2566,Tuesday,Afternoon,Sandwich,1,8.95,False
2567,Tuesday,Afternoon,Coffee,1,3.99,False
2568,Tuesday,Morning,Coffee,1,2.99,True
2569,Friday,Afternoon,Coffee,1,2.85,True
2570,Saturday,Morning,Coffee,4,16.12,False
2571,Wednesday,Evening,Tea,1,2.39,False
2572,Saturday,Afternoon,Merchandise,2,66.48,True
2573,Tuesday,Morning,Coffee,2,7.62,False
2574,Wednesday,Morning,Tea,1,3.72,True
2575,Tuesday,Afternoon,Coffee,1,3.66,False
2576,Thursday,Morning,Coffee,1,4.78,True
2577,Sunday,Morning,Coffee,1,4.42,True
2578,Thursday,Morning,Tea,1,2.9,True
2579,Tuesday,Morning,Coffee,1,3.86,False
2580,Thursday,Morning,Coffee,1,4.76,True
2581,Monday,Afternoon,Pastry,2,8.16,True
2582,Saturday,Evening,Sandwich,1,9.44,False
2583,Wednesday,Afternoon,Coffee,1,4.7,True
2584,Wednesday,Afternoon,Sandwich,2,17.7,True
2585,Thursday,Morning,Coffee,1,4.56,True
2586,Thursday,Morning,Tea,1,3.14,False
2587,Monday,Morning,Coffee,2,5.12,True
2588,Thursday,Afternoon,Tea,3,11.97,False
2589,Tuesday,Evening,Tea,3,11.04,False
2590,Thursday,Afternoon,Sandwich,1,10.11,True
2591,Friday,Afternoon,Tea,1,3.06,True
2592,Friday,Afternoon,Merchandise,1,27.1,True
2593,Thursday,Morning,Coffee,4,18.32,True
2594,Wednesday,Morning,Coffee,1,4.12,True
2595,Monday,Morning,Coffee,1,3.94,False
2596,Friday,Morning,Coffee,2,8.22,True
2597,Tuesday,Afternoon,Sandwich,4,45.24,True
2598,Wednesday,Morning,Pastry,1,4.93,True
2599,Tuesday,Afternoon,Sandwich,1,8.93,False
2600,Monday,Afternoon,Sandwich,1,7.82,True
2601,Thursday,Morning,Coffee,2,8.58,False
2602,Monday,Morning,Merchandise,1,27.65,True
2603,Friday,Morning,Coffee,1,3.41,True
2604,Tuesday,Morning,Pastry,1,5.29,False
2605,Monday,Afternoon,Pastry,2,10.04,True
2606,Wednesday,Morning,Sandwich,1,9.96,True
2607,Monday,Afternoon,Sandwich,2,16.02,True
2608,Tuesday,Afternoon,Merchandise,1,64.14,False
2609,Thursday,Afternoon,Pastry,1,5.12,True
2610,Monday,Afternoon,Coffee,4,15.4,True
2611,Friday,Morning,Coffee,1,3.74,False
2612,Monday,Morning,Pastry,1,4.55,True
2613,Tuesday,Morning,Pastry,1,4.21,True
2614,Friday,Morning,Coffee,1,5.11,True
2615,Tuesday,Evening,Pastry,2,8.54,True
2616,Monday,Afternoon,Coffee,2,6.94,True
2617,Wednesday,Morning,Pastry,1,5.45,False
2618,Tuesday,Morning,Coffee,1,3.72,True
2619,Friday,Morning,Tea,1,3.81,True
2620,Tuesday,Afternoon,Coffee,3,13.02,True
2621,Friday,Afternoon,Tea,1,3.48,False
2622,Saturday,Afternoon,Sandwich,2,16.66,True
2623,Wednesday,Evening,Tea,1,3.48,True
2624,Saturday,Morning,Coffee,3,10.26,False
2625,Wednesday,Morning,Coffee,3,11.97,False
2626,Sunday,Morning,Coffee,1,4.39,False
2627,Monday,Morning,Tea,2,8.38,True
2628,Thursday,Evening,Tea,1,3.06,True
2629,Wednesday,Afternoon,Sandwich,1,9.2,True
2630,Wednesday,Afternoon,Coffee,1,3.74,True
2631,Thursday,Morning,Pastry,1,4.66,True
2632,Thursday,Morning,Pastry,1,3.59,True
2633,Monday,Morning,Sandwich,1,8.39,True
2634,Monday,Morning,Pastry,1,3.48,False
2635,Thursday,Afternoon,Tea,1,2.92,False
2636,Thursday,Morning,Coffee,1,3.67,True
2637,Sunday,Afternoon,Sandwich,1,11.51,True
2638,Friday,Afternoon,Coffee,1,4.17,False
2639,Sunday,Morning,Coffee,1,4.03,True
2640,Thursday,Afternoon,Coffee,2,9.34,True
2641,Tuesday,Morning,Coffee,1,4.19,False
2642,Monday,Afternoon,Pastry,1,4.79,True
2643,Friday,Afternoon,Coffee,1,3.76,True
2644,Thursday,Evening,Coffee,1,3.68,False
2645,Monday,Morning,Pastry,1,3.71,True
2646,Wednesday,Morning,Coffee,1,3.7,True
2647,Sunday,Morning,Sandwich,1,9.16,False
2648,Wednesday,Morning,Coffee,1,4.17,True
2649,Wednesday,Afternoon,Sandwich,1,9.46,True
2650,Wednesday,Evening,Tea,1,3.35,False
2651,Tuesday,Morning,Coffee,1,3.54,True
2652,Wednesday,Morning,Coffee,1,4.2,True
2653,Wednesday,Morning,Coffee,1,3.75,True
2654,Monday,Morning,Pastry,1,4.71,True
2655,Friday,Morning,Pastry,1,3.35,False
2656,Wednesday,Morning,Coffee,4,16.68,False
2657,Friday,Afternoon,Coffee,2,8.74,True
2658,Friday,Morning,Coffee,1,4.31,True
2659,Tuesday,Morning,Coffee,1,3.9,True
2660,Thursday,Afternoon,Tea,1,3.87,True
2661,Wednesday,Morning,Sandwich,1,7.97,False
2662,Saturday,Afternoon,Pastry,1,4.45,True
2663,Tuesday,Afternoon,Sandwich,1,9.27,False
2664,Thursday,Afternoon,Sandwich,1,10.74,True
2665,Thursday,Morning,Pastry,1,3.29,False
2666,Tuesday,Morning,Coffee,1,3.47,True
2667,Monday,Afternoon,Sandwich,1,11.6,False
2668,Thursday,Afternoon,Sandwich,2,13.16,False
2669,Friday,Morning,Coffee,1,4.41,True
2670,Tuesday,Morning,Coffee,1,3.65,True
2671,Thursday,Morning,Sandwich,1,9.81,True
2672,Wednesday,Morning,Pastry,1,5.35,True
2673,Thursday,Afternoon,Coffee,1,4.15,True
2674,Tuesday,Morning,Coffee,1,4.72,True
2675,Saturday,Morning,Coffee,1,3.75,True
2676,Tuesday,Afternoon,Tea,2,6.72,True
2677,Wednesday,Morning,Coffee,1,4.39,True
2678,Monday,Afternoon,Coffee,1,3.78,False
2679,Monday,Afternoon,Sandwich,3,30.66,True
2680,Wednesday,Morning,Pastry,1,5.21,True
2681,Tuesday,Afternoon,Sandwich,2,21.08,True
2682,Friday,Afternoon,Coffee,2,6.42,True
2683,Monday,Morning,Pastry,1,4.3,True
2684,Wednesday,Morning,Coffee,1,4.14,False
2685,Tuesday,Morning,Coffee,2,7.76,True
2686,Monday,Evening,Sandwich,2,19.2,False
2687,Monday,Afternoon,Tea,1,3.62,True
2688,Wednesday,Morning,Coffee,1,3.74,False
2689,Wednesday,Afternoon,Coffee,1,3.9,True
2690,Wednesday,Morning,Coffee,2,6.82,True
2691,Wednesday,Afternoon,Sandwich,1,8.93,True
2692,Thursday,Afternoon,Merchandise,3,73.08,True
2693,Monday,Morning,Pastry,5,22.85,True
2694,Wednesday,Afternoon,Sandwich,2,18.54,True
2695,Sunday,Afternoon,Sandwich,1,8.4,True
2696,Wednesday,Afternoon,Sandwich,1,11.64,False
2697,Thursday,Morning,Coffee,1,3.88,True
2698,Tuesday,Afternoon,Sandwich,1,9.84,False
2699,Friday,Evening,Tea,1,3.24,True
2700,Friday,Morning,Pastry,1,4.25,True
2701,Wednesday,Morning,Coffee,1,4.16,False
2702,Sunday,Morning,Pastry,1,4.3,True
2703,Monday,Afternoon,Sandwich,2,19.0,True
2704,Monday,Afternoon,Merchandise,1,45.07,False
2705,Friday,Morning,Pastry,1,4.19,True
2706,Friday,Afternoon,Tea,1,2.97,True
2707,Monday,Morning,Coffee,3,9.72,False
2708,Tuesday,Afternoon,Tea,2,8.16,False
2709,Monday,Morning,Coffee,1,4.47,True
2710,Tuesday,Morning,Coffee,1,4.33,True
2711,Friday,Morning,Coffee,3,11.34,False
2712,Wednesday,Morning,Coffee,1,3.33,True
2713,Tuesday,Afternoon,Sandwich,1,9.16,True
2714,Wednesday,Afternoon,Sandwich,1,9.39,False
2715,Monday,Morning,Coffee,1,3.43,False
2716,Tuesday,Morning,Coffee,1,3.27,True
2717,Thursday,Morning,Coffee,1,3.13,True
2718,Sunday,Afternoon,Coffee,1,4.33,False
2719,Friday,Afternoon,Coffee,1,3.4,True
2720,Monday,Morning,Coffee,1,4.15,True
2721,Saturday,Afternoon,Pastry,1,4.26,False
2722,Friday,Morning,Coffee,1,4.29,True
2723,Friday,Evening,Pastry,1,4.7,False
2724,Wednesday,Evening,Tea,1,3.41,False
2725,Wednesday,Afternoon,Sandwich,1,9.66,False
2726,Tuesday,Evening,Sandwich,1,9.37,False
2727,Monday,Afternoon,Coffee,1,3.69,True
2728,Tuesday,Afternoon,Coffee,1,4.49,False
2729,Tuesday,Afternoon,Coffee,1,3.79,False
2730,Wednesday,Morning,Coffee,1,3.96,False
2731,Friday,Morning,Coffee,1,3.29,False
2732,Wednesday,Morning,Coffee,1,4.14,False
2733,Monday,Afternoon,Tea,1,3.26,True
2734,Sunday,Morning,Coffee,2,7.52,True
2735,Sunday,Morning,Pastry,2,8.0,True
2736,Friday,Morning,Coffee,2,7.88,True
2737,Sunday,Morning,Coffee,1,3.0,True
2738,Thursday,Afternoon,Coffee,1,4.34,True
2739,Sunday,Evening,Coffee,2,7.96,False
2740,Monday,Afternoon,Sandwich,1,8.94,True
2741,Wednesday,Afternoon,Sandwich,1,7.64,True
2742,Tuesday,Afternoon,Coffee,1,4.22,False
2743,Tuesday,Morning,Tea,3,9.75,True
2744,Monday,Morning,Tea,1,4.02,True
2745,Thursday,Afternoon,Tea,1,3.69,True
2746,Friday,Morning,Coffee,1,4.77,True
2747,Thursday,Morning,Pastry,1,4.58,False
2748,Monday,Afternoon,Coffee,3,13.62,False
2749,Friday,Morning,Coffee,1,4.23,False
2750,Thursday,Morning,Coffee,1,3.77,False
2751,Wednesday,Morning,Pastry,1,4.61,True
2752,Thursday,Morning,Pastry,2,8.0,False
2753,Tuesday,Morning,Pastry,2,11.48,False
2754,Tuesday,Morning,Pastry,2,8.88,False
2755,Saturday,Afternoon,Merchandise,2,70.7,True
2756,Tuesday,Afternoon,Sandwich,1,9.97,True
2757,Wednesday,Morning,Pastry,3,11.55,True
2758,Saturday,Afternoon,Merchandise,1,53.89,True
2759,Thursday,Morning,Coffee,2,6.98,False
2760,Monday,Morning,Tea,1,3.0,True
2761,Monday,Morning,Pastry,1,4.4,True
2762,Monday,Afternoon,Sandwich,1,7.96,True
2763,Thursday,Morning,Pastry,1,5.44,True
2764,Wednesday,Afternoon,Sandwich,1,9.22,True
2765,Monday,Afternoon,Sandwich,1,5.63,False
2766,Sunday,Morning,Coffee,1,4.1,False
2767,Wednesday,Afternoon,Coffee,4,17.12,False
2768,Tuesday,Evening,Coffee,3,11.37,False
2769,Wednesday,Morning,Coffee,2,6.64,True
2770,Thursday,Morning,Coffee,2,7.9,True
2771,Monday,Afternoon,Tea,1,3.31,True
2772,Tuesday,Afternoon,Tea,1,3.11,True
2773,Friday,Morning,Pastry,1,3.86,True
2774,Wednesday,Morning,Coffee,3,12.24,True
2775,Thursday,Morning,Pastry,2,10.08,True
2776,Wednesday,Morning,Pastry,2,9.56,False
2777,Monday,Morning,Coffee,3,9.42,True
2778,Monday,Evening,Tea,1,3.75,False
2779,Wednesday,Afternoon,Sandwich,1,10.43,True
2780,Tuesday,Morning,Pastry,4,21.36,True
2781,Monday,Afternoon,Coffee,1,3.53,False
2782,Friday,Afternoon,Coffee,1,3.97,False
2783,Sunday,Morning,Coffee,1,4.28,True
2784,Friday,Morning,Coffee,1,3.74,True
2785,Friday,Morning,Coffee,2,8.56,True
2786,Tuesday,Afternoon,Coffee,1,3.99,False
2787,Sunday,Morning,Tea,1,3.16,True
2788,Tuesday,Evening,Merchandise,1,28.73,True
2789,Sunday,Morning,Tea,1,4.0,True
2790,Sunday,Morning,Pastry,3,11.7,True
2791,Thursday,Morning,Pastry,1,3.8,True
2792,Sunday,Morning,Pastry,1,4.71,False
2793,Thursday,Afternoon,Tea,1,3.49,False
2794,Tuesday,Evening,Tea,3,8.94,True
2795,Wednesday,Morning,Pastry,1,4.19,True
2796,Thursday,Evening,Sandwich,3,25.56,True
2797,Monday,Afternoon,Tea,1,3.24,True
2798,Thursday,Morning,Coffee,1,5.26,True
2799,Sunday,Afternoon,Sandwich,2,18.28,False
2800,Tuesday,Morning,Coffee,1,3.56,True
2801,Friday,Afternoon,Coffee,1,5.01,True
2802,Saturday,Morning,Pastry,1,5.03,True
2803,Sunday,Afternoon,Pastry,1,4.93,True
2804,Sunday,Morning,Tea,1,3.17,True
2805,Wednesday,Afternoon,Sandwich,1,10.93,False
2806,Sunday,Afternoon,Pastry,1,4.99,True
2807,Friday,Morning,Coffee,1,4.07,True
2808,Monday,Morning,Coffee,2,6.28,True
2809,Wednesday,Morning,Coffee,1,3.99,True
2810,Thursday,Afternoon,Sandwich,1,11.58,True
2811,Tuesday,Morning,Coffee,1,4.11,True
2812,Thursday,Afternoon,Coffee,1,3.81,True
2813,Thursday,Morning,Coffee,1,3.89,False
2814,Monday,Morning,Coffee,2,7.84,False
2815,Thursday,Morning,Coffee,2,7.2,True
2816,Friday,Morning,Tea,1,3.48,True
2817,Wednesday,Afternoon,Tea,1,4.08,False
2818,Monday,Evening,Coffee,1,4.66,True
2819,Monday,Morning,Coffee,4,14.48,False
2820,Tuesday,Morning,Pastry,1,5.27,True
2821,Saturday,Morning,Coffee,1,4.38,True
2822,Tuesday,Afternoon,Sandwich,1,10.26,True
2823,Thursday,Morning,Coffee,1,4.22,True
2824,Tuesday,Afternoon,Sandwich,1,8.38,True
2825,Tuesday,Evening,Coffee,2,7.6,True
2826,Friday,Morning,Pastry,1,5.0,True
2827,Friday,Afternoon,Sandwich,1,8.05,False
2828,Monday,Morning,Pastry,1,3.88,True
2829,Wednesday,Morning,Coffee,1,4.15,True
2830,Monday,Morning,Pastry,1,4.03,False
2831,Wednesday,Morning,Pastry,2,9.98,True
2832,Thursday,Morning,Coffee,1,3.62,True
2833,Monday,Morning,Coffee,1,4.12,False
2834,Tuesday,Morning,Tea,2,7.26,True
2835,Wednesday,Morning,Coffee,1,3.76,False
2836,Saturday,Afternoon,Sandwich,1,9.21,True
2837,Sunday,Evening,Coffee,1,3.66,True
2838,Monday,Morning,Coffee,2,7.98,False
2839,Friday,Morning,Tea,1,3.12,True
2840,Wednesday,Morning,Coffee,1,3.89,True
2841,Wednesday,Afternoon,Sandwich,1,10.4,True
2842,Friday,Afternoon,Sandwich,1,8.14,True
2843,Saturday,Morning,Tea,2,6.62,True
2844,Sunday,Morning,Pastry,1,4.81,True
2845,Thursday,Morning,Pastry,2,6.5,True
2846,Tuesday,Morning,Coffee,1,4.93,True
2847,Friday,Evening,Sandwich,1,10.75,True
2848,Tuesday,Afternoon,Coffee,2,6.46,True
2849,Thursday,Morning,Coffee,1,2.95,True
2850,Tuesday,Morning,Coffee,1,4.01,False
2851,Thursday,Morning,Pastry,1,3.83,True
2852,Tuesday,Morning,Coffee,1,4.48,True
2853,Tuesday,Afternoon,Coffee,1,4.2,True
2854,Saturday,Morning,Tea,3,10.65,False
2855,Monday,Morning,Coffee,2,7.42,True
2856,Wednesday,Morning,Pastry,3,16.38,False
2857,Tuesday,Afternoon,Sandwich,5,52.0,True
2858,Monday,Afternoon,Coffee,1,4.3,True
2859,Monday,Morning,Coffee,1,4.6,True
2860,Monday,Morning,Tea,1,3.09,False
2861,Friday,Morning,Coffee,2,9.28,True
2862,Tuesday,Evening,Coffee,1,3.87,True
2863,Sunday,Morning,Coffee,1,4.17,False
2864,Thursday,Morning,Coffee,1,3.92,True
2865,Wednesday,Morning,Coffee,1,3.06,False
2866,Thursday,Afternoon,Pastry,1,5.07,True
2867,Wednesday,Morning,Pastry,1,3.41,True
2868,Friday,Morning,Coffee,2,7.04,False
2869,Tuesday,Afternoon,Sandwich,1,8.96,False
2870,Tuesday,Afternoon,Coffee,4,12.08,True
2871,Saturday,Afternoon,Tea,1,3.06,False
2872,Sunday,Afternoon,Sandwich,3,29.37,True
2873,Saturday,Morning,Tea,1,3.36,True
2874,Wednesday,Morning,Tea,2,6.78,False
2875,Friday,Evening,Sandwich,1,8.4,True
2876,Wednesday,Morning,Tea,1,3.52,True
2877,Wednesday,Afternoon,Coffee,2,7.68,True
2878,Tuesday,Afternoon,Sandwich,1,7.53,False
2879,Thursday,Morning,Pastry,1,4.38,True
2880,Tuesday,Morning,Merchandise,1,25.79,False
2881,Tuesday,Afternoon,Sandwich,1,10.58,True
2882,Friday,Afternoon,Sandwich,1,9.03,True
2883,Tuesday,Afternoon,Pastry,1,6.01,False
2884,Monday,Morning,Pastry,1,5.08,True
2885,Monday,Morning,Merchandise,1,33.82,True
2886,Sunday,Morning,Pastry,2,9.7,True
2887,Wednesday,Morning,Tea,1,2.66,False
2888,Wednesday,Morning,Coffee,1,4.48,False
2889,Friday,Evening,Sandwich,1,8.52,False
2890,Friday,Afternoon,Sandwich,1,9.61,True
2891,Tuesday,Afternoon,Sandwich,1,8.63,True
2892,Thursday,Morning,Coffee,1,3.69,False
2893,Friday,Morning,Tea,3,10.29,True
2894,Thursday,Evening,Tea,2,7.06,False
2895,Monday,Morning,Pastry,1,4.48,False
2896,Saturday,Morning,Coffee,1,4.0,True
2897,Wednesday,Morning,Tea,1,2.85,True
2898,Tuesday,Afternoon,Coffee,4,20.68,False
2899,Wednesday,Afternoon,Coffee,4,16.48,True
2900,Monday,Morning,Tea,1,3.68,True
2901,Monday,Afternoon,Coffee,1,3.83,True
2902,Friday,Morning,Tea,1,3.15,True
2903,Monday,Morning,Pastry,1,4.59,True
2904,Wednesday,Afternoon,Sandwich,1,9.85,True
2905,Wednesday,Afternoon,Coffee,1,4.65,True
2906,Monday,Afternoon,Sandwich,1,11.99,True
2907,Sunday,Afternoon,Tea,1,4.09,False
2908,Tuesday,Afternoon,Sandwich,1,7.38,False
2909,Tuesday,Afternoon,Sandwich,2,17.9,True
2910,Tuesday,Afternoon,Coffee,1,4.17,True
2911,Tuesday,Afternoon,Tea,1,3.34,True
2912,Monday,Evening,Tea,2,6.96,True
2913,Friday,Evening,Sandwich,1,6.93,True
2914,Sunday,Morning,Coffee,1,4.46,True
2915,Tuesday,Afternoon,Sandwich,1,7.25,False
2916,Thursday,Morning,Tea,1,2.87,False
2917,Friday,Morning,Sandwich,1,8.28,True
2918,Friday,Afternoon,Sandwich,2,18.76,True
2919,Wednesday,Morning,Coffee,1,3.19,False
2920,Tuesday,Morning,Pastry,1,3.86,False
2921,Tuesday,Afternoon,Sandwich,2,21.76,True
2922,Thursday,Morning,Pastry,1,4.43,False
2923,Friday,Morning,Coffee,1,4.22,True
2924,Tuesday,Evening,Tea,1,3.01,False
2925,Wednesday,Morning,Coffee,1,3.97,False
2926,Saturday,Morning,Coffee,1,3.93,True
2927,Friday,Morning,Coffee,2,7.2,True
2928,Sunday,Morning,Coffee,1,3.97,True
2929,Friday,Afternoon,Sandwich,1,7.23,True
2930,Wednesday,Afternoon,Tea,4,14.72,True
2931,Thursday,Morning,Tea,1,3.34,True
2932,Thursday,Afternoon,Coffee,1,3.87,True
2933,Monday,Morning,Pastry,2,10.02,True
2934,Thursday,Morning,Pastry,2,9.52,True
2935,Thursday,Afternoon,Sandwich,1,9.12,False
2936,Monday,Afternoon,Sandwich,2,16.32,True
2937,Friday,Afternoon,Coffee,1,4.66,False
2938,Thursday,Morning,Pastry,2,7.4,False
2939,Sunday,Morning,Coffee,3,12.93,True
2940,Monday,Morning,Coffee,1,3.2,True
2941,Tuesday,Morning,Coffee,1,4.46,False
2942,Thursday,Afternoon,Pastry,1,5.11,True
2943,Tuesday,Morning,Coffee,2,6.08,False
2944,Thursday,Afternoon,Sandwich,2,20.08,True
2945,Friday,Morning,Coffee,1,4.18,True
2946,Monday,Morning,Pastry,2,9.84,False
2947,Wednesday,Morning,Tea,2,7.3,True
2948,Wednesday,Morning,Coffee,2,7.04,True
2949,Wednesday,Afternoon,Coffee,2,7.78,True
2950,Saturday,Morning,Pastry,1,5.5,True
2951,Friday,Morning,Coffee,1,3.45,True
2952,Thursday,Afternoon,Pastry,2,9.38,True
2953,Thursday,Afternoon,Sandwich,3,32.64,False
2954,Wednesday,Morning,Coffee,1,3.5,True
2955,Saturday,Morning,Coffee,1,3.29,False
2956,Thursday,Afternoon,Tea,2,5.98,True
2957,Friday,Evening,Tea,2,7.32,True
2958,Friday,Afternoon,Coffee,1,3.36,False
2959,Tuesday,Morning,Coffee,1,3.93,True
2960,Friday,Evening,Tea,2,8.1,True
2961,Tuesday,Morning,Coffee,2,7.94,True
2962,Tuesday,Morning,Sandwich,2,17.14,True
2963,Tuesday,Afternoon,Pastry,2,9.16,True
2964,Sunday,Morning,Pastry,1,4.46,True
2965,Friday,Morning,Coffee,5,21.15,True
2966,Thursday,Morning,Coffee,2,9.62,True
2967,Friday,Morning,Pastry,1,4.74,True
2968,Thursday,Afternoon,Sandwich,3,35.82,False
2969,Sunday,Afternoon,Coffee,3,12.69,True
2970,Wednesday,Morning,Coffee,2,7.24,True
2971,Wednesday,Morning,Coffee,1,5.14,True
2972,Monday,Evening,Sandwich,1,9.35,True
2973,Friday,Afternoon,Coffee,1,3.47,False
2974,Friday,Morning,Coffee,1,5.16,True
2975,Wednesday,Evening,Sandwich,1,8.62,True
2976,Monday,Afternoon,Sandwich,1,8.57,True
2977,Friday,Morning,Pastry,1,4.17,True
2978,Monday,Morning,Coffee,3,12.24,False
2979,Thursday,Morning,Pastry,1,5.06,False
2980,Sunday,Afternoon,Sandwich,1,6.32,True
2981,Wednesday,Morning,Pastry,1,5.06,True
2982,Tuesday,Morning,Pastry,1,4.17,True
2983,Thursday,Morning,Pastry,2,8.5,False
2984,Friday,Evening,Coffee,1,4.86,True
2985,Thursday,Morning,Coffee,1,4.11,True
2986,Sunday,Evening,Sandwich,1,10.04,True
2987,Monday,Evening,Tea,1,3.48,True
2988,Wednesday,Morning,Coffee,1,4.38,True
2989,Thursday,Morning,Coffee,1,4.81,False
2990,Friday,Morning,Pastry,1,3.01,True
2991,Monday,Evening,Coffee,1,4.54,False
2992,Friday,Morning,Tea,2,8.24,True
2993,Thursday,Morning,Coffee,1,4.25,True
2994,Wednesday,Morning,Coffee,1,3.66,True
2995,Monday,Morning,Coffee,1,3.42,True
2996,Friday,Evening,Coffee,1,5.18,True
2997,Monday,Afternoon,Sandwich,1,8.41,False
2998,Tuesday,Afternoon,Sandwich,1,11.32,True
2999,Tuesday,Morning,Pastry,1,4.73,True
3000,Saturday,Morning,Coffee,1,5.02,True
3001,Thursday,Evening,Pastry,1,4.31,True
3002,Friday,Morning,Coffee,1,3.2,True
3003,Tuesday,Evening,Tea,3,10.5,True
3004,Thursday,Morning,Coffee,1,3.26,True
3005,Thursday,Morning,Pastry,1,6.11,False
3006,Friday,Afternoon,Coffee,3,12.93,False
3007,Saturday,Evening,Tea,1,3.81,True
3008,Monday,Evening,Sandwich,1,10.43,True
3009,Thursday,Morning,Coffee,1,3.65,True
3010,Monday,Morning,Pastry,1,4.42,True
3011,Thursday,Afternoon,Merchandise,1,36.23,True
3012,Tuesday,Afternoon,Pastry,3,17.01,False
3013,Tuesday,Afternoon,Coffee,1,3.42,True
3014,Tuesday,Morning,Pastry,1,4.06,True
3015,Thursday,Evening,Coffee,1,3.82,False
3016,Tuesday,Afternoon,Coffee,1,3.66,False
3017,Friday,Afternoon,Sandwich,1,7.75,True
3018,Wednesday,Morning,Coffee,1,2.65,True
3019,Monday,Morning,Coffee,1,3.09,False
3020,Friday,Evening,Pastry,1,5.16,True
3021,Tuesday,Afternoon,Sandwich,2,18.98,True
3022,Wednesday,Afternoon,Coffee,1,4.42,True
3023,Thursday,Evening,Tea,1,3.27,True
3024,Tuesday,Afternoon,Coffee,1,3.95,True
3025,Monday,Morning,Coffee,1,4.81,False
3026,Wednesday,Morning,Pastry,1,5.43,True
3027,Sunday,Morning,Pastry,2,10.14,True
3028,Thursday,Morning,Tea,1,3.58,True
3029,Thursday,Morning,Coffee,1,4.26,True
3030,Thursday,Morning,Coffee,3,12.57,False
3031,Tuesday,Morning,Coffee,1,3.92,False
3032,Wednesday,Morning,Coffee,2,7.6,False
3033,Friday,Morning,Coffee,1,4.56,True
3034,Monday,Morning,Coffee,1,3.35,True
3035,Tuesday,Morning,Coffee,3,14.22,False
3036,Tuesday,Afternoon,Sandwich,2,18.34,True
3037,Wednesday,Morning,Pastry,1,3.71,False
3038,Sunday,Morning,Coffee,1,3.73,False
3039,Monday,Afternoon,Coffee,1,3.56,True
3040,Wednesday,Afternoon,Sandwich,1,8.81,False
3041,Monday,Morning,Sandwich,3,26.37,True
3042,Sunday,Afternoon,Coffee,1,3.68,False
3043,Monday,Evening,Sandwich,1,9.13,False
3044,Wednesday,Afternoon,Sandwich,2,18.84,True
3045,Friday,Morning,Coffee,2,8.76,False
3046,Thursday,Afternoon,Coffee,1,3.88,False
3047,Wednesday,Morning,Coffee,2,8.32,True
3048,Tuesday,Afternoon,Pastry,1,4.5,False
3049,Wednesday,Evening,Tea,2,7.44,True
3050,Tuesday,Morning,Pastry,1,4.53,False
3051,Tuesday,Evening,Sandwich,3,26.16,True
3052,Wednesday,Morning,Coffee,1,3.54,True
3053,Tuesday,Evening,Pastry,1,4.63,True
3054,Tuesday,Afternoon,Sandwich,1,11.03,True
3055,Thursday,Morning,Coffee,2,7.78,True
3056,Sunday,Afternoon,Tea,2,6.44,True
3057,Thursday,Morning,Pastry,1,4.35,False
3058,Monday,Morning,Coffee,1,3.72,True
3059,Monday,Afternoon,Coffee,1,3.67,True
3060,Sunday,Morning,Coffee,1,3.28,False
3061,Tuesday,Afternoon,Pastry,1,4.35,False
3062,Monday,Morning,Coffee,1,4.12,False
3063,Thursday,Morning,Coffee,1,3.46,True
3064,Thursday,Evening,Pastry,1,3.97,False
3065,Thursday,Morning,Coffee,3,10.59,True
3066,Tuesday,Afternoon,Coffee,1,3.31,False
3067,Monday,Afternoon,Pastry,1,3.93,False
3068,Sunday,Afternoon,Coffee,1,3.9,False
3069,Tuesday,Evening,Sandwich,1,7.89,False
3070,Thursday,Afternoon,Coffee,1,3.93,True
3071,Thursday,Morning,Tea,1,3.22,False
3072,Thursday,Afternoon,Tea,1,3.13,True
3073,Tuesday,Morning,Coffee,1,4.19,True
3074,Tuesday,Morning,Pastry,1,4.12,True
3075,Thursday,Evening,Tea,1,3.31,True
3076,Friday,Afternoon,Sandwich,1,11.06,False
3077,Sunday,Afternoon,Pastry,1,3.95,True
3078,Monday,Afternoon,Pastry,1,5.44,True
